country,sor_code,description,unit,published_unit,rate_2026,currency,section,source
IN,26.50.2,Providing and fixing in position factory made non asbestos fibre reinforced aerated cement sandwich wall/roof/floor light weight solid core panels (75mm thick),m2,sqm,1947.95,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.51,Supplying of standard quality GFRG panel of 124 mm thickness,m2,sqm,1618.51,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.52,Erection of GFRG Panels in walls in all floors using suitable crane,m2,sqm,290.31,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.53,Filling of empty cavities with quarry dust mixed with 5% cement,m3,cum,2937.56,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.54,Laying of GFRG panel as roof / floor slab panel and staircase panel,m2,sqm,294.82,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.55,Supplying and fixing 10 Gauge weld mesh of size 100mm x 100 mm,m2,sqm,291.79,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.56,Application of ZMB 60/equivalent solution,m2,sqm,373.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.57,"After erection of GFRG wall panels, seal all GFRG wall joints with paper tape temporarily",m,metre,105.28,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.59,"Water proofing treatment of Vertical joints between door frame, window & ventilator frames",m,metre,52.36,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.62,"Designing, Providing, installing and fixing factory finished customed design pregalvanized high tensile steel joists",t,kg,0.1749,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.63,Providing and fixing special adjustable lockbars of mild steel E-250,t,kg,0.0276,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.65,Providing and fixing roofing consist of 0.8 mm thick galvanized steel deck sheet,m2,sqm,2015.83,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.66,"Providing and fixing in position, 130 mm thick factory made Expanded Polystyrene Core (EPS Core) wall panels",m2,sqm,2986.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.67,Providing and fixing of external thermal insulation and composite system,m2,sqm,4318.61,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6A,"Providing, erecting, laying and fixing in position in 3.5 to 4 mm thick bamboo mat corrugated sheet (BMCS)",m2,sqm,6415.26,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6B,Providing and fixing in position ridges of 3.5 to 4 mm thick bamboo mat ridge cap (BMRC),m,metre,5134.09,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6C,Providing and fixing at all height false ceiling of 4mm thick phenol bonded Bamboo Mat board,m2,sqm,4173.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6D.1,Providing and fixing at Bamboo Mat board for partition (3mm thickness),m2,sqm,3020.68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6D.2,Providing and fixing at Bamboo Mat board for partition (4mm thickness),m2,sqm,3462.03,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6D.3,Providing and fixing at Bamboo Mat board for partition (6mm thickness),m2,sqm,4129.1,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6D.4,Providing and fixing at Bamboo Mat board for partition (9mm thickness),m2,sqm,5237.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6D.5,Providing and fixing at Bamboo Mat board for partition (12mm thickness),m2,sqm,6021.08,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6E.1,Providing and fixing at all height wall panelling with phenol bonded Bamboo Mat board (9mm thickness),m2,sqm,5513.95,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.6E.2,Providing and fixing at all height wall panelling with phenol bonded Bamboo Mat board (12mm thickness),m2,sqm,6299.47,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.7,Providing and fixing 50 mm thick extruded polystyrene rigid insulation board,m2,sqm,1051.74,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.1,"Fabrication & Manufacturing of Prestressed Hollow Core slab (100 mm thick, M-40)",m,metre,1549.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.2,"Fabrication & Manufacturing of Prestressed Hollow Core slab (120 mm thick, M-40)",m,metre,1791.98,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.3,"Fabrication & Manufacturing of Prestressed Hollow Core slab (150 mm thick, M-40)",m,metre,2185.22,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.4,"Fabrication & Manufacturing of Prestressed Hollow Core slab (200 mm thick, M-40)",m,metre,2667.72,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.5,"Fabrication & Manufacturing of Prestressed Hollow Core slab (250 mm thick, M-40)",m,metre,3279.86,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.6,"Fabrication & Manufacturing of Prestressed Hollow Core slab (300 mm thick, M-40)",m,metre,3892,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.7,"Fabrication & Manufacturing of Prestressed Hollow Core slab (350 mm thick, M-40)",m,metre,4504.14,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.1.8,"Fabrication & Manufacturing of Prestressed Hollow Core slab (400 mm thick, M-40)",m,metre,5116.29,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.1,Extra for using M-50 instead of M-40 (100mm thick hollow core slab),m,metre,21.33,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.2,Extra for using M-50 instead of M-40 (120mm thick hollow core slab),m,metre,25.59,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.3,Extra for using M-50 instead of M-40 (150mm thick hollow core slab),m,metre,31.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.4,Extra for using M-50 instead of M-40 (200mm thick hollow core slab),m,metre,39.75,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.5,Extra for using M-50 instead of M-40 (250mm thick hollow core slab),m,metre,49.7,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.6,Extra for using M-50 instead of M-40 (300mm thick hollow core slab),m,metre,59.66,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.7,Extra for using M-50 instead of M-40 (350mm thick hollow core slab),m,metre,69.61,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.2.8,Extra for using M-50 instead of M-40 (400mm thick hollow core slab),m,metre,79.56,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.1,Extra for using M-60 instead of M-40 (100mm thick hollow core slab),m,metre,34.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.2,Extra for using M-60 instead of M-40 (120mm thick hollow core slab),m,metre,40.86,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.3,Extra for using M-60 instead of M-40 (150mm thick hollow core slab),m,metre,51.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.4,Extra for using M-60 instead of M-40 (200mm thick hollow core slab),m,metre,63.61,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.5,Extra for using M-60 instead of M-40 (250mm thick hollow core slab),m,metre,79.56,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.6,Extra for using M-60 instead of M-40 (300mm thick hollow core slab),m,metre,95.51,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.7,Extra for using M-60 instead of M-40 (350mm thick hollow core slab),m,metre,110.97,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.73.3.8,Extra for using M-60 instead of M-40 (400mm thick hollow core slab),m,metre,127.29,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.74.2,Extra for using M-40 instead of M-35,m3,cum,284.11,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.74.3,Extra for using M-50 instead of M-35,m3,cum,520.95,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.74.4,Extra for using M-60 instead of M-35,m3,cum,663,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.75,Providing & laying in position Prestressing steel strands,t,kg,0.1818,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.76.1,Transportation of Precast Elements (Lead within 15km),t,MT,574.63,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.76.2,Transportation of Precast Elements (Add/Deduct over item 26.76.1 for every additional lead of 5 km),t,MT,127.35,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.78.1,Providing & Applying weather proof sealant on outer joints (Sealant 25mmx10mm at joints),m,metre,188.55,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.79.1,Providing & Laying of levelling sim pads (2mm thick),item,each,30.04,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.79.2,Providing & Laying of levelling sim pads (5 mm thick),item,each,38.33,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.79.3,Providing & Laying of levelling sim pads (10 mm thick),item,each,54.84,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.8,Providing and fixing 50 mm thick extruded polystyrene rigid insulation board underdeck,m2,sqm,1140.32,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.80.1,Providing & Grouting of dowel tubes / Shear keys / Joints of precast members,t,kg,0.0948,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.81,Providing and fixing Scaffolding net,m2,sqm,31.03,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.1,Supplying and laying of Uni-Axial Woven Polyster Geogrid (40KN/m),m2,sqm,276.03,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.2,Supplying and laying of Uni-Axial Woven Polyster Geogrid (60KN/m),m2,sqm,314.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.3,Supplying and laying of Uni-Axial Woven Polyster Geogrid (80 KN/m),m2,sqm,390.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.4,Supplying and laying of Uni-Axial Woven Polyster Geogrid (100KN/m),m2,sqm,446.22,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.5,Supplying and laying of Uni-Axial Woven Polyster Geogrid (120KN/m),m2,sqm,475.77,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.6,Supplying and laying of Uni-Axial Woven Polyster Geogrid (150KN/m),m2,sqm,588.65,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.7,Supplying and laying of Uni-Axial Woven Polyster Geogrid (200KN/m),m2,sqm,685.89,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.8,Supplying and laying of Uni-Axial Woven Polyster Geogrid (250KN/m),m2,sqm,830.05,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.84.9,Supplying and laying of Uni-Axial Woven Polyster Geogrid (300KN/m),m2,sqm,953.39,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.85.1,Supplying and laying of Bi-Axial Woven Polyster Geogrid (20KN/m),m2,sqm,232.57,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.85.2,Supplying and laying of Bi-Axial Woven Polyster Geogrid (40KN/m),m2,sqm,335.06,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.85.3,Supplying and laying of Bi-Axial Woven Polyster Geogrid (60KN/m),m2,sqm,421.92,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.1,Providing and fixing factory made single extruded WPC solid door/window Frames (45 x 70 mm),m,metre,797.11,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.2,Providing and fixing factory made single extruded WPC solid door/window Frames (45 x 85 mm),m,metre,1029.86,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.3,Providing and fixing factory made single extruded WPC solid door/window Frames (50 x 100 mm),m,metre,1054.65,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.4,Providing and fixing factory made single extruded WPC solid door/window Frames (50 x 125 mm),m,metre,1203.51,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.5,Providing and fixing factory made single extruded WPC solid door/window Frames (65 x 100 mm),m,metre,1236.59,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.6,Providing and fixing factory made single extruded WPC solid door/window Frames (65 x 125 mm),m,metre,1542.66,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.86.7,Providing and fixing factory made single extruded WPC solid door/window Frames (65 x 150 mm),m,metre,1832.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.89.1,Providing and fixing factory made single extruded WPC solid board (18 mm thick),m2,sqm,3355.78,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.89.2,Providing and fixing factory made single extruded WPC solid board (25 mm thick),m2,sqm,4364.86,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.9,Providing and fixing factory made solid Foam uPVC profile for kitchen cabinet frame,m,metre,494.43,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.90.1,Providing and fixing factory made single extruded WPC solid plain white color board (6 mm thick),m2,sqm,1214.14,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.90.2,Providing and fixing factory made single extruded WPC solid plain white color board (12 mm thick),m2,sqm,1908.94,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.91,Providing and fixing factory made 18 mm thick single extruded WPC solid plain white colour board Jali,m2,sqm,3878.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.92.1,"Providing and fixing of façade at all heights with extruded hollow Clay / Terracotta ventilated rainscreen tiles (16mm thickness, grey colour)",m2,sqm,6769.66,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.92.2,"Providing and fixing of façade at all heights with extruded hollow Clay / Terracotta ventilated rainscreen tiles (16mm thickness, other than grey colors)",m2,sqm,6489.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.93.1,"Providing and fixing of façade at all heights with extruded hollow Clay / Terracotta ventilated rainscreen tiles (24mm thickness, grey colour)",m2,sqm,6905.48,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,26.93.2,"Providing and fixing of façade at all heights with extruded hollow Clay / Terracotta ventilated rainscreen tiles (24mm thickness, other than grey colors)",m2,sqm,6532.09,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
SG,III.1.1.A,Lean/Mass Concrete: Lean or Mass concrete binding to any location - grade 15,m3,m3,122.96,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,III.1.2.A,Reinforced Concrete: Reinforced concrete to any location - grade 25,m3,m3,158.09,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,III.4.1.A,"Precast Concrete Components: Precast concrete components complete with steel reinforcement, the whole hoisted, fixed and casted in place... - column",m3,m3,1560.24,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,III.4.1.B,"Precast Concrete Components: Precast concrete components complete with steel reinforcement, the whole hoisted, fixed and casted in place... - beam",m3,m3,1362.34,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,III.4.1.C,"Precast Concrete Components: Precast concrete components complete with steel reinforcement, the whole hoisted, fixed and casted in place... - 100mm thick partition wall",m2,m2,123.54,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,III.4.1.D,"Precast Concrete Components: Precast concrete components complete with steel reinforcement, the whole hoisted, fixed and casted in place... - 100mm thick light weight partition wall",m2,m2,72.6,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,V.7.A,Integrated Finish: Power floated finish to concrete slab generally,m2,m2,5.74,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,V.7.B,Integrated Finish: Power floated finish to concrete slab - with non-metallic hardener; generally,m2,m2,18.27,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,VI.1.2.A,Tile Roofing: Concrete Roof Tiles: Standard colour interlocking concrete roofing tile laid to slope not exceeding 30° (measured nett with no allowance for laps); fixed to battens... - generally,m2,m2,28.81,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,VI.1.2.B,Tile Roofing: Concrete Roof Tiles: Standard colour interlocking concrete roofing tile laid to slope not exceeding 30° (measured nett with no allowance for laps); fixed to battens... - ridge tile,m,m,17.21,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,VI.2.3.A,Built-up Roofing: Panel Roofing: 50mm thick precast concrete slab... - Concrete grade 20 to roof slabs; finished to falls,m2,m2,43.33,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,VI.2.3.B,Built-up Roofing: Panel Roofing: 50mm thick precast concrete slab... - Concrete grade 25 to roof slabs; finished to falls,m2,m2,50.12,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,X.4.1.C,Metal Work: Railings: Stainless Steel: 1000mm high stainless steel (grade 304) railing in hairline finish... - horizontal balustrades,m,m,482.1,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,X.4.1.D,Metal Work: Railings: Stainless Steel: 1000mm high stainless steel (grade 304) railing in hairline finish... - raking balustrades,m,m,515.24,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,X.4.1.E,Metal Work: Railings: Stainless Steel: Stainless steel (grade 304) wall mounted tubular railing in hairline finish... - horizontal balustrades,m,m,120.85,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XI.1.4.A,Floor Finishes: In-situ Finishes: Liquid applied floor hardener: Supply and apply 3 coats of liquid applied hardener to concrete surface - to floor; generally,m2,m2,45.2,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XI.1.5.A,Floor Finishes: In-situ Finishes: Anti-skid Coating: Supply and apply epoxy coatings to concrete surface to floor; generally,m2,m2,23.42,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XI.1.6.A,"Floor Finishes: In-situ Finishes: Granolithic Paving: Granolithic paving in cement, sand and granite chippings (2:1:5) mortar to concrete surface... - average 25mm thick; generally",m2,m2,48.6,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XI.1.6.B,"Floor Finishes: In-situ Finishes: Granolithic Paving: Granolithic paving in cement, sand and granite chippings (2:1:5) mortar to concrete surface... - average 32mm thick; generally",m2,m2,50.35,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XI.1.6.C,"Floor Finishes: In-situ Finishes: Granolithic Paving: Granolithic paving in cement, sand and granite chippings (2:1:5) mortar to concrete surface... - average 50mm thick; generally",m2,m2,60.07,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XII.1.2.A,"Wall Finishes: In-situ Finishes: Skim Coat Plaster: Skim coat plaster finished smooth to concrete surfaces to wall/column, generally",m2,m2,13.93,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XIII.1.1.A,"Ceiling Finishes: In-situ Finishes: Skim Coat Plaster: Skim coat plaster finished smooth to concrete surfaces - to ceiling, generally",m2,m2,13.58,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XIII.1.1.B,Ceiling Finishes: In-situ Finishes: Skim Coat Plaster: Skim coat plaster finished smooth to concrete surfaces - Extra over for every 1.5m high,m2,m2,1.64,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.1.1.A,"Painting: Internal Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat and two finishing coats of acrylic emulsion paint",m2,m2,5.04,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.1.1.B,"Painting: Internal Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat and two finishing coats of acrylic elastomeric paint",m2,m2,5.5,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.1.1.C,"Painting: Internal Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat, one undercoat and two finishing coats of acrylic emulsion paint",m2,m2,5.62,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.1.1.D,"Painting: Internal Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat, one undercoat and two finishing coats of acrylic elastomeric paint",m2,m2,6.79,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.1.1.E,"Painting: Internal Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat, one texture coat and two finishing coats of emulsion paint",m2,m2,11.71,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.1.1.F,"Painting: Internal Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat, one texture coat and two finishing coats of acrylic elastomeric paint",m2,m2,15.46,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.2.1.A,"Painting: External Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat and two finishing coats of weathershield emulsion paint",m2,m2,7.03,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.2.1.B,"Painting: External Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat and two finishing coats of acrylic elastomeric paint",m2,m2,7.61,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.2.1.C,"Painting: External Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat, one texture coat and two finishing coats of weathershield emulsion paint",m2,m2,12.18,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.2.1.D,"Painting: External Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - one sealer coat, one texture coat and two finishing coats of acrylic elastomeric paint",m2,m2,14.64,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.2.1.E,"Painting: External Painting: General Surfaces: Preparing, sealing, applying paint on plastered or concrete surfaces - three coats of water based high build acrylic resin texture coat incorporating natural granite chip c/w clear top coat",m2,m2,14.87,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,XV.3.1.A,Painting: General: Labour: Supply labour to prepare and apply paint on - concrete or plastered surface,m2,m2,1.99,SGD,Concrete,"BCA Schedule of Rates, May 2022"
SG,II.2.1.A,"Oversite Excavation: Excavate over site, commencing from ground level, to reduce level - average 100mm deep",m2,m2,4.68,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.1.B,"Oversite Excavation: Excavate over site, commencing from ground level, to reduce level - average 200mm deep",m2,m2,5.97,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.1.C,"Oversite Excavation: Excavate over site, commencing from ground level, to reduce level - average 300mm deep",m2,m2,7.61,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.1.D,"Oversite Excavation: Excavate over site, commencing from ground level, to reduce level - exceed average 300mm deep",m3,m3,22.6,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.2.A,"Pit/Trench Excavation: Excavate to form pit or trench, commencing from reduced level - ne 2.00m deep",m3,m3,42.62,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.2.B,"Pit/Trench Excavation: Excavate to form pit or trench, commencing from reduced level - 2.00 - 4.00m deep",m3,m3,46.25,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.2.C,"Pit/Trench Excavation: Excavate to form pit or trench, commencing from reduced level - 4.00 - 6.00m deep",m3,m3,49.53,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.2.D,"Pit/Trench Excavation: Excavate to form pit or trench, commencing from reduced level - extra over for each 2.00m deep",m3,m3,6.56,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.3.A,"Basement Excavation: Excavate to form basement, commencing from reduced level - ne 2.00m deep",m3,m3,36.18,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.3.B,"Basement Excavation: Excavate to form basement, commencing from reduced level - 2.00 - 4.00m deep",m3,m3,39.11,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.3.C,"Basement Excavation: Excavate to form basement, commencing from reduced level - 4.00 - 6.00m deep",m3,m3,42.39,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.3.D,"Basement Excavation: Excavate to form basement, commencing from reduced level - extra over for each 2.00m deep",m3,m3,3.86,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.2.4.A,Break Up Obstruction: Extra over excavation for breaking up obstruction below ground level using mechanical means - rock,m3,m3,181.27,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,II.3.1.A,"Backfilling: Backfill around trench, column base, pile cap, foundation, beam and pier hole - excavated material obtained within the site",m3,m3,12.53,SGD,Excavation,"BCA Schedule of Rates, May 2022"
SG,III.3.1.A,Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - flat surface of suspended slab,m2,m2,61.13,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.B,"Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - vertical surface of pilecap, ground beam, etc.",m2,m2,61.13,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.C,"Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - vertical surface of column, walls",m2,m2,61.13,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.D,"Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - vertical curved surface of column, wall",m2,m2,71.43,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.E,Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - sides and soffits of beams,m2,m2,62.3,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.F,Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - sloping surfaces to soffit of slabs and staircases,m2,m2,64.99,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.G,Timber Formwork: Timber formwork to in-situ concrete including strutting ne 3.50m high - vertical edge for each 100mm high,m,m,10.77,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.1.H,Timber Formwork: Extra over formwork for strutting exceeding 3.50m each 1.50m high,m2,m2,4.45,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.2.A,Metal Formwork: Metal formwork to in-situ concrete with strutting not exceeding 3.50m high - vertical surface,m2,m2,68.74,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.2.B,Metal Formwork: Metal formwork to in-situ concrete with strutting not exceeding 3.50m high - vertical curved surface,m2,m2,76.23,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.2.C,Metal Formwork: Metal formwork to in-situ concrete with strutting not exceeding 3.50m high - horizontal surface,m2,m2,69.56,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.2.D,Metal Formwork: Metal formwork to in-situ concrete with strutting not exceeding 3.50m high - left in formwork to soffits of suspended slab,m2,m2,102.11,SGD,Formwork,"BCA Schedule of Rates, May 2022"
SG,III.3.2.E,Metal Formwork: Extra over formwork for strutting exceeding 3.50m high - every successive 1.50m high,m2,m2,7.61,SGD,Formwork,"BCA Schedule of Rates, May 2022"
